"","x"
"1",14.1227217531728
"2",11.3945164532211
"3",11.3713170668598
"4",10.2350135160756
"5",7.97735163366831
"6",8.04455820006169
"7",10.6877925196382
"8",10.0085817960688
"9",19.1453866800465
"10",17.7726323251658
"11",20.5379135572075
"12",18.0855559148881
"13",18.8571930405778
"14",17.9543149168637
"15",16.9807511283025
"16",24.0193114677305
"17",54.0745830476923
"18",31.330607862477
"19",45.0977501105389
"20",41.2775939971566
"21",42.3356041606813
"22",42.1946264578713
"23",33.8154420045658
"24",46.7215387122902
"25",39.2169459027233
"26",45.2335683430818
"27",42.6080467955786
"28",49.9000044310947
"29",46.2410217870942
"30",59.0452303528336
"31",52.8507169733223
"32",75.3226387294705
"33",58.6748751589875
"34",52.5640743786768
"35",34.6096870927616
"36",60.9171276340624
"37",68.8643581952053
"38",44.6332227494833
"39",52.0127119857815
"40",62.2655241025963
"41",62.9674715975615
"42",46.4906193586577
"43",72.0067202205305
"44",74.4143536687067
"45",62.4574978002394
"46",54.8184450227334
"47",42.4440281369188
"48",71.931599007496
"49",50.7132843284495
"50",68.6497904986364
"51",30.5523891549234
"52",38.3659303001388
"53",49.0706459472229
"54",49.3294387089143
"55",60.3053282802106
"56",63.526139313311
"57",64.7458867563956
"58",79.4226849364568
"59",95.900194398219
"60",154.012411140404
"61",140.584970135922
"62",128.156122287892
"63",177.344758376919
"64",227.836721275709
"65",249.48102624043
"66",192.183382505735
"67",247.892782559334
"68",253.02290099695
"69",278.131034461684
"70",233.226896378122
"71",218.914450082898
"72",237.009068262602
"73",230.217569272278
"74",195.927236855924
"75",171.352933269789
"76",118.231749344031
"77",112.408673264474
"78",99.428646139948
"79",100.415707567344
"80",105.650008647472
"81",63.5929312454312
"82",47.2425029760091
"83",33.64390884259
"84",27.8605595537068
"85",38.5146720070827
"86",23.399708562598
"87",32.0142497416299
"88",23.3745866759721
"89",14.9906577862479
"90",11.0256514401664
"91",22.9519569641143
"92",7.31034112368943
"93",5.22250700298987
"94",14.5083441464869
"95",16.0988179452949
"96",13.1449512094748
"97",5.04207384988333
"98",8.7467177946258
"99",5.23860834349937
"100",3.53839021258615
"101",7.78404889093787
"102",7.74578862029188
"103",5.71797836235926
"104",4.76314845837873
"105",4.79080932218801
"106",3.63958779005086
"107",3.46013646046717
"108",4.63970310737364
"109",6.82566210630352
"110",5.16916732098324
"111",2.54484878947762
"112",6.49095397569572
"113",10.0560658805618
"114",21.5771449499999
"115",14.3163735245131
"116",30.1631059896898
"117",35.1269314391465
"118",28.4732753471046
"119",39.8561153464439
"120",34.4406179863646
"121",46.1450391327694
"122",54.5032254273253
"123",58.1442816298447
"124",60.1324671574984
"125",69.2476406628098
"126",59.6640275588684
"127",61.3611886450903
"128",44.1799562130926
"129",53.1615976144515
"130",61.6639092857683
"131",40.9313910213081
"132",47.1933019640901
"133",28.6390324446194
"134",23.186053653939
"135",27.7645197036659
"136",17.950445805491
"137",25.3244755237739
"138",21.1264308972302
"139",16.5537309475457
"140",18.6338452141638
"141",25.972626908139
"142",18.9196675671425
"143",17.4373676189916
"144",10.9477090711088
"145",18.0582035313676
"146",9.2089332769239
"147",9.71141258685751
"148",8.65869096473268
"149",15.7322338063416
"150",19.3179393437327
"151",17.8743008240777
"152",14.1246438934667
"153",8.97933285404115
"154",11.1523204998827
"155",11.4381138855267
"156",9.94962439452113
"157",18.7051642518347
"158",8.14573557633462
"159",19.1552771087424
"160",15.6717968699489
"161",21.749295433224
"162",38.9733093353285
"163",27.5866916380957
"164",51.5750641608724
"165",44.9674940431646
"166",27.4081094486196
"167",21.1501785303759
"168",41.0673097019644
"169",34.7849878745784
"170",42.5765992086434
"171",36.4787267181484
"172",61.5302818572708
"173",71.3634415454588
"174",71.4572959086739
"175",86.90577480618
"176",84.5918163147749
"177",85.7910907585163
"178",91.8389450951189
"179",107.515847286857
"180",135.010372730185
"181",150.934453972876
"182",163.337038119879
"183",116.933150884606
"184",162.307902219724
"185",171.84681396873
"186",189.449250569261
"187",209.414189703381
"188",212.44089706375
"189",236.021194480758
"190",231.70171242989
"191",166.898554724698
"192",181.991870328607
"193",224.046312858817
"194",236.870772215665
"195",185.991229755745
"196",178.373121387198
"197",170.962589470881
"198",152.358008807373
"199",115.246466044554
"200",101.079525997132
"201",84.0178919352251
"202",92.044606688014
"203",65.5284358780979
"204",64.5492938391153
"205",55.2622142544676
"206",47.1967463685938
"207",51.8934635524275
"208",36.4069123104855
