,0
0,17.284374237060547
1,10.184240341186523
2,15.280586242675781
3,11.43606948852539
4,12.046212196350098
5,9.694336891174316
6,6.558250904083252
7,10.33488941192627
8,12.84752368927002
9,12.704540252685547
10,19.846738815307617
11,18.60258674621582
12,20.82497787475586
13,16.179466247558594
14,19.05486297607422
15,17.240093231201172
16,16.84315299987793
17,22.10305404663086
18,46.08243179321289
19,33.24791717529297
20,41.62168884277344
21,35.38290023803711
22,41.17366409301758
23,37.037513732910156
24,30.736608505249023
25,40.48497772216797
26,35.22032928466797
27,40.609031677246094
28,38.17416763305664
29,47.796051025390625
30,43.206199645996094
31,55.66764450073242
32,48.30421829223633
33,69.32280731201172
34,53.03318405151367
35,49.97255325317383
36,27.161928176879883
37,51.367183685302734
38,62.433414459228516
39,46.41090774536133
40,42.41200256347656
41,49.82366180419922
42,62.86134338378906
43,44.4415283203125
44,62.64762496948242
45,68.69983673095703
46,60.96427536010742
47,44.01786422729492
48,30.00876235961914
49,63.09779357910156
50,48.75139236450195
51,66.0858383178711
52,26.763999938964844
53,31.12969970703125
54,35.823585510253906
55,47.36110305786133
56,60.16661834716797
57,61.537872314453125
58,63.200897216796875
59,74.03083038330078
60,90.86359405517578
61,149.723388671875
62,139.30752563476562
63,124.8676528930664
64,154.78346252441406
65,215.7401580810547
66,248.2054901123047
67,179.17202758789062
68,211.68980407714844
69,218.90380859375
70,267.1867370605469
71,207.3349151611328
72,184.02684020996094
73,193.85049438476562
74,202.66854858398438
75,167.55450439453125
76,118.72183227539062
77,76.23046875
78,71.42044830322266
79,64.7626724243164
80,78.28350067138672
81,86.81900787353516
82,51.5634765625
83,30.341373443603516
84,20.8149356842041
85,19.07754135131836
86,32.49651336669922
87,22.33384895324707
88,30.206130981445312
89,18.817346572875977
90,12.30788803100586
91,9.552513122558594
92,20.751083374023438
93,10.076552391052246
94,7.987763404846191
95,10.979870796203613
96,18.92142677307129
97,15.174320220947266
98,7.634071350097656
99,9.139795303344727
100,6.002851963043213
101,5.504502773284912
102,7.337011814117432
103,9.492721557617188
104,6.659592151641846
105,6.352819919586182
106,6.450842380523682
107,5.368917942047119
108,5.852615833282471
109,4.898435115814209
110,9.33674430847168
111,5.545621395111084
112,6.477667331695557
113,8.304479598999023
114,12.025747299194336
115,24.740739822387695
116,16.64072608947754
117,32.62479019165039
118,32.968257904052734
119,34.67864227294922
120,39.470359802246094
121,33.576419830322266
122,48.632530212402344
123,53.478614807128906
124,60.61606979370117
125,57.287017822265625
126,68.33113098144531
127,56.48497009277344
128,56.827423095703125
129,36.48213577270508
130,45.02204513549805
131,55.052181243896484
132,36.73672103881836
133,43.59719467163086
134,22.448205947875977
135,20.207111358642578
136,20.970739364624023
137,15.739087104797363
138,25.013818740844727
139,16.87337303161621
140,20.02457046508789
141,16.904247283935547
142,25.93448257446289
143,22.293184280395508
144,17.402156829833984
145,9.761762619018555
146,13.570570945739746
147,10.04412841796875
148,11.355851173400879
149,8.903844833374023
150,19.05887222290039
151,21.198993682861328
152,21.79266357421875
153,12.374073028564453
154,9.598060607910156
155,10.11507511138916
156,12.287934303283691
157,11.904716491699219
158,20.0533447265625
159,10.321403503417969
160,18.873489379882812
161,17.246469497680664
162,26.393815994262695
163,40.77013397216797
164,33.03395462036133
165,54.067596435546875
166,43.75703048706055
167,26.1207275390625
168,15.999438285827637
169,35.03260803222656
170,37.39868927001953
171,47.73855209350586
172,32.07466506958008
173,61.9438362121582
174,69.41080474853516
175,79.1693115234375
176,85.76156616210938
177,81.4457015991211
178,81.3515396118164
179,80.95753479003906
180,102.7082748413086
181,132.1614227294922
182,154.94412231445312
183,163.72373962402344
184,102.06458282470703
185,143.1307373046875
186,151.4033203125
187,191.4365997314453
188,195.68771362304688
189,203.1562042236328
190,222.88223266601562
191,212.1685028076172
192,137.62167358398438
193,140.99073791503906
194,189.12051391601562
195,231.0843505859375
196,172.99375915527344
197,145.41200256347656
198,128.32147216796875
199,124.5180435180664
200,85.48690795898438
201,71.77251434326172
202,57.19577407836914
203,75.67452239990234
204,52.07073211669922
205,51.890140533447266
206,40.76552200317383
207,37.003639221191406
