,0
0,15.225571632385254
1,15.254738807678223
2,13.514800071716309
3,13.04544734954834
4,11.247031211853027
5,8.347590446472168
6,9.842424392700195
7,12.517966270446777
8,12.387880325317383
9,18.022722244262695
10,19.872934341430664
11,20.67545509338379
12,17.568532943725586
13,18.528575897216797
14,17.860864639282227
15,17.38212776184082
16,21.259531021118164
17,55.38050842285156
18,40.696956634521484
19,38.711143493652344
20,41.46848678588867
21,41.31116485595703
22,41.031341552734375
23,34.98423385620117
24,45.23826599121094
25,41.1932258605957
26,42.48392868041992
27,44.81711959838867
28,49.72243881225586
29,47.11208724975586
30,61.427490234375
31,53.82526779174805
32,73.89764404296875
33,54.909080505371094
34,49.284969329833984
35,31.203826904296875
36,58.45573425292969
37,84.37995910644531
38,52.3300895690918
39,49.76870346069336
40,55.10975646972656
41,72.21317291259766
42,51.27166748046875
43,78.8674087524414
44,90.26171875
45,71.13662719726562
46,63.36661148071289
47,34.810306549072266
48,68.01607513427734
49,41.075443267822266
50,67.99139404296875
51,39.499149322509766
52,32.700504302978516
53,44.866756439208984
54,46.691162109375
55,63.094608306884766
56,73.3421630859375
57,66.02286529541016
58,84.63813781738281
59,123.2737808227539
60,191.3540496826172
61,184.76199340820312
62,175.95147705078125
63,155.50537109375
64,330.5525817871094
65,346.7505798339844
66,175.35855102539062
67,291.64453125
68,174.1961212158203
69,239.85769653320312
70,276.5408935546875
71,218.4744110107422
72,320.18218994140625
73,221.2454071044922
74,203.08358764648438
75,168.68533325195312
76,68.41146850585938
77,77.38829040527344
78,55.7049674987793
79,98.81900024414062
80,101.07626342773438
81,59.425594329833984
82,49.27400588989258
83,33.52897644042969
84,22.513561248779297
85,36.88154983520508
86,29.512184143066406
87,27.711462020874023
88,25.545318603515625
89,19.12786865234375
90,13.212599754333496
91,20.50975227355957
92,14.149362564086914
93,11.86301040649414
94,13.682714462280273
95,15.399587631225586
96,15.399166107177734
97,10.313214302062988
98,10.35865592956543
99,7.521639347076416
100,7.354206562042236
101,7.221312522888184
102,8.007316589355469
103,7.418749809265137
104,6.873778343200684
105,6.428091049194336
106,5.57670783996582
107,5.323395729064941
108,4.634167194366455
109,5.662123203277588
110,5.705933094024658
111,5.606891632080078
112,6.729519844055176
113,8.586906433105469
114,15.437734603881836
115,17.33598518371582
116,23.779735565185547
117,29.655548095703125
118,33.642555236816406
119,36.72222900390625
120,37.0011100769043
121,46.56986999511719
122,60.611961364746094
123,61.34507751464844
124,65.4070053100586
125,78.45764923095703
126,60.20907974243164
127,59.54216766357422
128,44.78443908691406
129,52.14353561401367
130,61.266632080078125
131,43.071231842041016
132,46.27342987060547
133,33.95939254760742
134,32.23463821411133
135,28.315412521362305
136,20.029661178588867
137,24.816509246826172
138,21.65033531188965
139,21.635149002075195
140,17.85733985900879
141,23.646684646606445
142,23.977752685546875
143,20.51477813720703
144,12.53757381439209
145,13.633234977722168
146,11.487164497375488
147,11.593826293945312
148,9.84698486328125
149,14.700776100158691
150,18.644428253173828
151,20.610719680786133
152,14.936023712158203
153,11.147627830505371
154,11.002519607543945
155,11.672553062438965
156,11.20544719696045
157,15.850268363952637
158,12.453642845153809
159,15.759601593017578
160,16.559173583984375
161,22.986896514892578
162,33.297950744628906
163,35.977684020996094
164,52.244239807128906
165,43.88941192626953
166,31.824861526489258
167,21.651559829711914
168,38.616600036621094
169,34.30793762207031
170,42.44814682006836
171,38.113426208496094
172,59.388736724853516
173,70.1961669921875
174,78.0020523071289
175,107.98593139648438
176,79.3775405883789
177,78.40196228027344
178,76.11003875732422
179,133.29885864257812
180,184.30934143066406
181,163.48020935058594
182,144.37295532226562
183,124.69950866699219
184,221.14137268066406
185,167.93646240234375
186,208.0214385986328
187,160.76980590820312
188,166.39544677734375
189,206.78175354003906
190,161.9963836669922
191,216.90420532226562
192,180.92921447753906
193,181.17784118652344
194,195.5071563720703
195,154.81910705566406
196,193.9052276611328
197,118.55962371826172
198,124.64622497558594
199,66.18757629394531
200,81.02650451660156
201,74.64859008789062
202,87.60826873779297
203,56.41548538208008
204,60.14690399169922
205,51.55927276611328
206,50.72020721435547
207,51.42214584350586
