"","x"
"1",2.76021490729208
"2",3.31483058390224
"3",-0.0398710957370357
"4",-0.189040763648663
"5",0.817322080914206
"6",1.63331952101519
"7",4.00254637100267
"8",4.73735130344295
"9",7.85235808868037
"10",3.38920436256689
"11",2.33278679437421
"12",2.93500896213871
"13",1.95612733584683
"14",0.569478553227799
"15",1.82258477677826
"16",3.35489778733807
"17",-1.04264782513612
"18",0.919795432696884
"19",2.89473465034574
"20",2.67116086854461
"21",6.94529280758637
"22",5.92930809472058
"23",7.2942606154973
"24",2.38906609715883
"25",3.29627420261479
"26",3.08314078716505
"27",0.633245362103906
"28",0.290793953154775
"29",7.21467610079593
"30",10.0718730472321
"31",11.8330364846166
"32",14.5759279320564
"33",13.7200410894558
"34",11.8713211610655
"35",16.6501717781672
"36",15.9397023752499
"37",15.4026647445749
"38",10.1224388756242
"39",13.8842041350851
"40",11.7062761307067
"41",6.62026954930399
"42",8.14061568884228
"43",6.79367675331146
"44",9.37509547703135
"45",3.13961752609249
"46",1.7638893943295
"47",6.64899900744957
"48",5.88520744691421
"49",4.86327951775152
"50",7.49563682538285
"51",5.17489443413373
"52",-0.52629831462627
"53",1.87825425666023
"54",3.39201673764348
"55",1.02116156716733
"56",0.430798559292709
"57",0.712981475614709
"58",2.09202035068721
"59",-2.03163174266888
"60",-0.476775812734197
"61",1.23301535499801
"62",0.2610728458498
"63",-0.00363005694621554
"64",0.956065321213631
"65",7.03050253678834
"66",0.209140589318062
"67",1.04035138314011
"68",6.0436933634814
"69",6.05149731769619
"70",5.31216530371245
"71",3.69044098121917
"72",5.74259090263973
"73",8.99063986834676
"74",10.1354878652164
"75",6.56616107056374
"76",6.60383392246194
"77",11.8507997813018
"78",9.31396150395464
"79",20.1456225801085
"80",49.2006136270752
"81",90.0913071239336
"82",82.56632228178
"83",67.4679861699698
"84",28.7670203256104
"85",22.7266977858548
"86",18.9456072797296
"87",10.1362634144658
"88",6.57934715001876
"89",6.45486730278507
"90",11.993336364524
"91",9.92684716649801
"92",6.71436025822351
"93",9.98334672668431
"94",5.01642775864986
"95",2.43797464844727
"96",5.68398872822084
"97",3.27627855622713
"98",2.99425628966892
"99",1.43510899025811
"100",4.07084102681179
"101",0.270318020611972
"102",2.62980535914047
"103",5.61795326511351
"104",4.40452091913415
"105",0.489119193422799
"106",2.55133266150314
"107",3.33576774274193
"108",0.414823948555151
"109",1.05190023040941
"110",1.80672844770618
"111",3.2302333817025
"112",0.751862306899946
"113",1.77863139760782
"114",2.87732299847364
"115",-1.06003699592185
"116",1.35956993972758
"117",2.22723193927931
"118",0.233359726524142
"119",1.28026319750429
"120",2.23274171271649
"121",4.52654035153309
"122",0.930767101836053
"123",-0.82943087654625
"124",0.504126306194197
"125",-0.0452497117769826
"126",0.192356397321419
"127",1.47166850615684
"128",5.79051197016252
"129",-0.354803476968919
"130",0.984032020563176
"131",3.76180429694827
"132",1.76620241581008
"133",-0.113289403423352
"134",4.33944248094546
"135",3.92830006892153
"136",2.99565930384628
"137",3.81336076783474
"138",2.43239134710109
"139",2.61142367999497
"140",0.943863361154617
"141",4.44066974399282
"142",6.29976759898749
"143",3.38093268777237
"144",0.485965302563629
"145",3.67008473389002
"146",1.29969064996355
"147",2.10533116240475
"148",2.09408921300074
"149",2.55636670457212
"150",1.26777005093287
"151",0.754677602945607
"152",2.13717874472995
"153",-0.948702237937249
"154",-0.650476161394857
"155",0.816392147059041
"156",1.86585428463836
"157",-2.36062880355582
"158",-1.10166780407281
"159",0.843964293788579
"160",-0.683810575097499
"161",0.810873950428556
"162",1.41025744748918
"163",2.10083147750569
"164",-1.81425905357488
"165",-1.0512018594797
"166",1.09877338067603
"167",-0.215340569601142
"168",1.93786757965647
"169",3.64735268838009
"170",7.52782842626835
"171",1.49702131808862
"172",1.94813693233227
"173",2.44709096366763
"174",0.598309523807733
"175",2.5430639061044
"176",5.84806597258438
"177",8.83126705770442
"178",5.79784815357483
"179",20.4048371290482
"180",27.608342674099
"181",7.1607734244611
"182",2.01787614642794
"183",5.95449248328432
"184",7.82788550478869
"185",15.3805165566728
"186",14.9520252737756
"187",22.5238670937161
"188",22.7749001844474
"189",34.5659886553648
"190",26.865977571552
"191",30.9617439650247
"192",18.0554094124129
"193",24.1397511480233
"194",31.2761087265628
"195",31.1317289362359
"196",18.0066894575388
"197",24.8580615065824
"198",12.18311080177
"199",10.3897810682559
"200",8.28564874209489
"201",5.10749442249682
"202",-0.26609061722118
"203",11.8873218644151
"204",8.45927117571336
"205",11.6125106774879
"206",4.65115151156285
"207",-0.724737351222602
"208",0.669506225345841
