"","x"
"1",14.8833605570689
"2",13.192444166242
"3",10.59765504839
"4",9.71390151622466
"5",5.44961301860549
"6",11.1543403731237
"7",13.6567542907238
"8",10.9369876664426
"9",21.993372136451
"10",18.4992187802977
"11",20.4252096917096
"12",16.9254490507483
"13",20.2897346432359
"14",18.026962106298
"15",16.858260075116
"16",24.7009188493974
"17",55.5923939404339
"18",29.5751143548562
"19",41.7548503808871
"20",43.7213610481036
"21",41.3910709853226
"22",41.1336566474859
"23",33.295621617835
"24",46.9179443586258
"25",37.1358879980446
"26",43.35325438981
"27",42.9367190092472
"28",51.3798051382801
"29",46.0545993863525
"30",61.6329694876349
"31",52.0783966625376
"32",76.5465335911646
"33",56.6289073034211
"34",52.1474799772153
"35",32.5576231975011
"36",62.3612473873273
"37",71.1212492257543
"38",41.9281270200112
"39",50.7616601647979
"40",60.8264332461501
"41",66.3371025469838
"42",45.4353952110283
"43",72.037958455293
"44",77.5064425601335
"45",59.8114285530684
"46",50.9506418173798
"47",37.8946161419625
"48",75.4632684763407
"49",51.5681610846086
"50",67.7503987608134
"51",29.0133704689246
"52",35.1635480485268
"53",49.5999104732148
"54",47.8203798228753
"55",63.34389905497
"56",65.1674346653614
"57",65.8392560845998
"58",81.5316244550023
"59",97.844277852046
"60",159.217847738202
"61",141.005852268197
"62",130.275733158997
"63",181.552060955655
"64",234.092835308069
"65",255.40057046652
"66",188.245097521969
"67",243.231310532328
"68",252.905468023637
"69",279.979633547214
"70",230.212336878739
"71",210.515213641663
"72",235.649207843969
"73",228.145428934823
"74",184.066142869574
"75",162.665822799764
"76",107.430194371422
"77",106.72324317218
"78",95.4286571789459
"79",97.0935204474884
"80",103.404531507837
"81",57.1590902564197
"82",33.1866207680881
"83",26.6941280091639
"84",20.0830251526796
"85",33.4494505182759
"86",24.7500976691625
"87",28.4934187623068
"88",19.9278485270926
"89",11.9884518933148
"90",13.3215352602772
"91",22.1392547824218
"92",7.06359599464672
"93",6.16567376617338
"94",14.1334000505023
"95",17.7384598782989
"96",10.1915690861435
"97",7.13873137014448
"98",11.1455104143533
"99",6.00360580591609
"100",4.70856542585985
"101",8.55486481108206
"102",8.46312969586905
"103",4.83093522246656
"104",6.11421406422223
"105",6.40442187505667
"106",4.0635090324675
"107",5.23428658884042
"108",4.32321571977465
"109",8.56927260388776
"110",4.14057484675157
"111",4.99914605791794
"112",8.6832871460002
"113",10.5708464986246
"114",25.3403772927035
"115",13.7204514578781
"116",31.1982500548532
"117",33.9317976128533
"118",29.8353397792307
"119",40.7286868077364
"120",34.2167245523218
"121",48.5147806928848
"122",55.2050198139838
"123",57.8130772678259
"124",58.2796864850712
"125",71.0760301046673
"126",58.6435070578471
"127",59.9917774347429
"128",44.5456298961692
"129",51.9042945131489
"130",62.9559142715681
"131",36.6863978888807
"132",48.5631513161845
"133",28.1935153561474
"134",22.0146812177641
"135",29.7812716118017
"136",17.0128497140871
"137",26.2780098183124
"138",19.8309390877567
"139",18.9546584716499
"140",19.7308532310397
"141",26.1781336298511
"142",21.6079317205678
"143",16.7965125657215
"144",11.001921085151
"145",15.9083212200881
"146",10.9265444351883
"147",10.518696367492
"148",10.0063342498768
"149",18.6182696442814
"150",19.5033783113103
"151",18.6001891824597
"152",12.1637785615914
"153",10.2846623861541
"154",12.055365149915
"155",12.1333836480945
"156",10.8646182354661
"157",19.5206450433814
"158",8.65773795663275
"159",17.7297137552093
"160",18.6882242488362
"161",22.9913502103908
"162",40.0781709387171
"163",29.5147671010701
"164",51.6906391874754
"165",44.8983346627171
"166",22.2562522802218
"167",20.5615155173036
"168",43.2132828241764
"169",36.1010825312611
"170",43.6966233557904
"171",34.7702473646477
"172",62.0092553901169
"173",69.8457471531198
"174",72.1514365620038
"175",86.6076239634583
"176",82.8438090384453
"177",83.6167521009502
"178",88.4399253186019
"179",107.540844991165
"180",133.624946989205
"181",151.57733036856
"182",161.58784395016
"183",107.636997040599
"184",158.432898586345
"185",170.824977480082
"186",185.453570252171
"187",202.886452552969
"188",208.742627190809
"189",231.97016287378
"190",224.745372536102
"191",157.622331345414
"192",167.869167836734
"193",230.618537836908
"194",219.918838641623
"195",176.356778996795
"196",170.750669405752
"197",164.674641566987
"198",139.139752405161
"199",104.658969191788
"200",93.8241023099963
"201",78.1876802211319
"202",91.3362405986744
"203",63.0020719108719
"204",59.703686435407
"205",54.7779944891945
"206",44.2984320955774
"207",51.5818284635141
"208",32.795368632822
