,0
0,3.9402854442596436
1,4.395958423614502
2,6.460841178894043
3,4.752852439880371
4,3.6568403244018555
5,3.7377350330352783
6,2.1756887435913086
7,1.6842859983444214
8,3.416764974594116
9,5.697993755340576
10,6.699551105499268
11,8.797994613647461
12,7.840580940246582
13,5.308760166168213
14,4.418362140655518
15,4.0102739334106445
16,2.3573503494262695
17,3.1222212314605713
18,2.646286725997925
19,2.201087236404419
20,3.266655921936035
21,3.4232122898101807
22,4.39382266998291
23,9.507370948791504
24,7.893398284912109
25,7.365118503570557
26,6.2856364250183105
27,6.245466232299805
28,4.056413173675537
29,2.8850131034851074
30,2.28117299079895
31,8.723155975341797
32,10.31059741973877
33,15.368000984191895
34,15.795451164245605
35,11.738533973693848
36,10.441580772399902
37,15.96216106414795
38,14.91650390625
39,11.751422882080078
40,10.114090919494629
41,14.371830940246582
42,10.740886688232422
43,7.209660530090332
44,8.103880882263184
45,8.61336612701416
46,9.721685409545898
47,6.834059238433838
48,5.24044942855835
49,7.907468795776367
50,8.512508392333984
51,7.358116626739502
52,9.60822868347168
53,5.1199564933776855
54,4.240380764007568
55,5.190669059753418
56,3.91446590423584
57,2.776839256286621
58,2.432713747024536
59,1.6465827226638794
60,0.8634355068206787
61,0.8622613549232483
62,1.5266549587249756
63,1.155775785446167
64,1.1643896102905273
65,1.2377785444259644
66,1.5268934965133667
67,6.819739818572998
68,3.5934178829193115
69,4.393461227416992
70,6.894984245300293
71,6.969078540802002
72,6.962643623352051
73,5.3747453689575195
74,6.616034030914307
75,13.920398712158203
76,13.954940795898438
77,7.108493328094482
78,7.027813911437988
79,14.068129539489746
80,9.849068641662598
81,18.415624618530273
82,34.94633102416992
83,47.973575592041016
84,34.17131805419922
85,21.831083297729492
86,12.237252235412598
87,8.649595260620117
88,8.078801155090332
89,8.853924751281738
90,6.1794610023498535
91,6.249919891357422
92,13.111448287963867
93,12.312054634094238
94,8.855171203613281
95,8.299585342407227
96,8.2371244430542
97,6.309731960296631
98,6.814966201782227
99,7.2971954345703125
100,5.65273380279541
101,4.256924629211426
102,4.045557498931885
103,3.8054933547973633
104,5.2336931228637695
105,6.913105010986328
106,7.252260684967041
107,4.164017677307129
108,4.203231334686279
109,3.491641044616699
110,2.9487760066986084
111,3.677064895629883
112,2.840688943862915
113,5.095867156982422
114,2.955469846725464
115,3.504112482070923
116,2.9352669715881348
117,2.0332324504852295
118,3.1894681453704834
119,2.3714523315429688
120,2.504821538925171
121,3.35205078125
122,2.6535251140594482
123,4.063928127288818
124,5.7320098876953125
125,3.0589661598205566
126,2.9355509281158447
127,2.966712236404419
128,1.81833016872406
129,1.9602762460708618
130,4.755101203918457
131,3.9946305751800537
132,3.806058883666992
133,4.794360637664795
134,3.992387533187866
135,2.658324718475342
136,4.869241714477539
137,4.017884254455566
138,5.879685878753662
139,7.4443793296813965
140,4.278298377990723
141,4.894615650177002
142,3.5323424339294434
143,4.889646530151367
144,6.0590314865112305
145,6.802464485168457
146,4.28373384475708
147,4.768825531005859
148,4.060734748840332
149,3.4393415451049805
150,2.987614393234253
151,2.5347697734832764
152,3.9582552909851074
153,3.5487349033355713
154,2.8054983615875244
155,2.3229105472564697
156,1.7179399728775024
157,1.2549644708633423
158,0.8337874412536621
159,0.8314915895462036
160,0.8292548060417175
161,0.8272581100463867
162,0.8252206444740295
163,1.384479284286499
164,1.0754036903381348
165,1.0883437395095825
166,1.2314385175704956
167,0.8161529898643494
168,0.8146433234214783
169,1.3649104833602905
170,2.421211004257202
171,3.6862618923187256
172,7.085478782653809
173,5.448639392852783
174,4.957269191741943
175,3.549767255783081
176,2.803234815597534
177,3.9659440517425537
178,6.052815914154053
179,8.862071990966797
180,10.783970832824707
181,20.51313018798828
182,22.049898147583008
183,11.468738555908203
184,7.44185209274292
185,6.592688083648682
186,8.015087127685547
187,17.192373275756836
188,17.739730834960938
189,18.614234924316406
190,19.372316360473633
191,22.27092170715332
192,16.506589889526367
193,16.783424377441406
194,10.88044548034668
195,17.37683868408203
196,21.05645751953125
197,20.845046997070312
198,12.994195938110352
199,15.042609214782715
200,6.84146785736084
201,11.539859771728516
202,7.110115051269531
203,8.290830612182617
204,6.091481685638428
205,12.68769645690918
206,10.413867950439453
207,10.327348709106445
